BACnet Name,BACnet Type,Object ID,Description
CL1\FiltsAlarma,binary-input,"<binary-input,      41>","0=OK, 1=Alarma"
CL1\HorariActiu,binary-input,"<binary-input,       1>","0=Inactiu, 1=Actiu"
CL1\ImpTª,analog-input,"<analog-input,      37>",ºC
CL1\LimitCalor,analog-output,"<analog-output,       5>",ºC
CL1\LimitFred,analog-output,"<analog-output,       6>",ºC
CL1\RetTª,analog-input,"<analog-input,      39>",ºC
CL1\RetTªCngaE,analog-output,"<analog-output,       4>",ºC
CL1\RetTªCngaH,analog-output,"<analog-output,       3>",ºC
CL1\Selector,analog-output,"<analog-output,       1>","0=Off, 1=On, 2=Horari/Auto"
CL1\SelHorari,analog-output,"<analog-output,       2>","Min=1, Max=20"
CL1\V3VMando,analog-output,"<analog-output,      86>",0-100%
CL1\VentsAlarma,binary-input,"<binary-input,      39>","0=OK, 1=Alarma"
CL1\VentsEstat,binary-input,"<binary-input,       2>","0=Aturat, 1=En Marxa"
CL1\VentsHoresFunc,analog-output,"<analog-output,       7>",Hores
CL1\VentsRefVF,analog-output,"<analog-output,      87>",0-100%
CL1\VImpOM,binary-output,"<binary-output,      22>","0=Inactiu, 1=Actiu"
CL4\FiltsAlarma,binary-input,"<binary-input,      40>","0=OK, 1=Alarma"
CL4\HorariActiu,binary-input,"<binary-input,       3>","0=Inactiu, 1=Actiu"
CL4\ImpTª,analog-input,"<analog-input,      33>",ºC
CL4\LimitCalor,analog-output,"<analog-output,      12>",ºC
CL4\LimitFred,analog-output,"<analog-output,      13>",ºC
CL4\RetTª,analog-input,"<analog-input,      34>",ºC
CL4\RetTªCngaE,analog-output,"<analog-output,      11>",ºC
CL4\RetTªCngaH,analog-output,"<analog-output,      10>",ºC
CL4\Selector,analog-output,"<analog-output,       8>","0=Off, 1=On, 2=Horari/Auto"
CL4\SelHorari,analog-output,"<analog-output,       9>","Min=1, Max=20"
CL4\V3VMando,analog-output,"<analog-output,      88>",0-100%
CL4\VentsAlarma,binary-input,"<binary-input,      38>","0=OK, 1=Alarma"
CL14\FiltsAlarma,binary-input,"<binary-input,      37>","0=OK, 1=Alarma"
CL14\HorariActiu,binary-input,"<binary-input,      51>","0=Inactiu, 1=Actiu"
CL14\ImpTª,analog-input,"<analog-input,      35>",ºC
CL14\LimitCalor,analog-output,"<analog-output,      83>",ºC
CL14\LimitFred,analog-output,"<analog-output,      84>",ºC
CL14\RetTª,analog-input,"<analog-input,      36>",ºC
CL14\RetTªCngaE,analog-output,"<analog-output,      82>",ºC
CL14\RetTªCngaH,analog-output,"<analog-output,      81>",ºC
CL14\Selector,analog-output,"<analog-output,      79>","0=Off, 1=On, 2=Horari/Auto"
CL14\SelHorari,analog-output,"<analog-output,      80>","Min=1, Max=20"
CL14\V3VMando,analog-output,"<analog-output,      90>",0-100%
CL14\VentsAlarma,binary-input,"<binary-input,      36>","0=OK, 1=Alarma"
CL14\VentsEstat,binary-input,"<binary-input,      50>","0=Aturat, 1=En Marxa"
CL14\VentsHoresFunc,analog-output,"<analog-output,      85>",Hores
CL14\VentsRefVF,analog-output,"<analog-output,      91>",0-100%
CL14\VImpOM,binary-output,"<binary-output,      24>","0=Inactiu, 1=Actiu"
CL24\CompsEstMando,analog-output,"<analog-output,      92>",0-100%
CL24\FiltsAlarma,binary-input,"<binary-input,      43>","0=OK, 1=Alarma"
CL24\HorariActiu,binary-input,"<binary-input,       4>","0=Inactiu, 1=Actiu"
CL24\ImpTª,analog-input,"<analog-input,      24>",ºC
CL24\LimitCalor,analog-output,"<analog-output,      18>",ºC
CL24\LimitFred,analog-output,"<analog-output,      19>",ºC
Cl24\RenovaCnga,analog-output,"<analog-output,      20>",0-100%
CL24\RetHRª,analog-input,"<analog-input,      26>",0-100%
CL24\RetTª,analog-input,"<analog-input,      25>",ºC
CL24\RetTªCngaE,analog-output,"<analog-output,      17>",ºC
CL24\RetTªCngaH,analog-output,"<analog-output,      16>",ºC
CL24\Selector,analog-output,"<analog-output,      14>","0=Off, 1=On, 2=Horari/Auto"
CL24\SelHorari,analog-output,"<analog-output,      15>","Min=1, Max=20"
CL24\V3VMando,analog-input,"<analog-input,      44>",0-100%
CL24\VentsAlarma,binary-input,"<binary-input,      33>","0=OK, 1=Alarma"
CL24\VentsEstat,binary-input,"<binary-input,       5>","0=Aturat, 1=En Marxa"
CL24\VentsHoresFunc,analog-output,"<analog-output,      21>",Hores
CL24\VentsRefVF,analog-output,"<analog-output,      93>",0-100%
CL24\VImpOM,binary-output,"<binary-output,      25>","0=Inactiu, 1=Actiu"
CL25\CompsEstMando,analog-output,"<analog-output,      94>",0-100%
CL25\FiltsAlarma,binary-input,"<binary-input,      44>","0=OK, 1=Alarma"
CL25\HorariActiu,binary-input,"<binary-input,       6>","0=Inactiu, 1=Actiu"
CL25\ImpTª,analog-input,"<analog-input,      27>",ºC
CL25\LimitCalor,analog-output,"<analog-output,      26>",ºC
CL25\LimitFred,analog-output,"<analog-output,      27>",ºC
CL25\RenovaCnga,analog-output,"<analog-output,      28>",0-100%
CL25\RetHRª,analog-input,"<analog-input,      29>",0-100%
CL25\RetTª,analog-input,"<analog-input,      28>",ºC
CL25\RetTªCngaE,analog-output,"<analog-output,      25>",ºC
CL25\RetTªCngaH,analog-output,"<analog-output,      24>",ºC
CL25\Selector,analog-output,"<analog-output,      22>","0=Off, 1=On, 2=Horari/Auto"
CL25\SelHorari,analog-output,"<analog-output,      23>","Min=1, Max=20"
CL25\V3VMando,analog-output,"<analog-output,      96>",0-100%
CL25\VentsAlarma,binary-input,"<binary-input,      34>","0=OK, 1=Alarma"
CL25\VentsEstat,binary-input,"<binary-input,       7>","0=Aturat, 1=En Marxa"
CL25\VentsHoresFunc,analog-output,"<analog-output,      29>",Hores
CL25\VentsRefVF,analog-output,"<analog-output,      95>",0-100%
CL25\VImpOM,binary-output,"<binary-output,      26>","0=Inactiu, 1=Actiu"
CL26\CompsEstMando,analog-output,"<analog-output,      98>",0-100%
CL26\FiltsAlarma,binary-input,"<binary-input,      45>","0=OK, 1=Alarma"
CL26\HorariActiu,binary-input,"<binary-input,       8>","0=Inactiu, 1=Actiu"
CL26\ImpTª,analog-input,"<analog-input,      30>",ºC
CL26\LimitCalor,analog-output,"<analog-output,      35>",ºC
CL26\LimitFred,analog-output,"<analog-output,      36>",ºC
CL26\RenovaCnga,analog-output,"<analog-output,      37>",0-100%
CL26\RetHRª,analog-input,"<analog-input,      32>",0-100%
CL26\RetTª,analog-input,"<analog-input,      31>",ºC
CL26\RetTªCngaE,analog-output,"<analog-output,      34>",ºC
CL26\RetTªCngaH,analog-output,"<analog-output,      33>",ºC
CL26\Selector,analog-output,"<analog-output,      30>","0=Off, 1=On, 2=Horari/Auto"
CL26\SelHorari,analog-output,"<analog-output,      32>","Min=1, Max=20"
CL26\V3VMando,analog-input,"<analog-input,      45>",0-100%
CL26\VentsAlarma,binary-input,"<binary-input,      35>","0=OK, 1=Alarma"
CL26\VentsEstat,binary-input,"<binary-input,       9>","0=Aturat, 1=En Marxa"
CL26\VentsHoresFunc,analog-output,"<analog-output,      38>",Hores
CL26\VentsRefVF,analog-output,"<analog-output,      97>",0-100%
CL26\VImpOM,binary-output,"<binary-output,      27>","0=Inactiu, 1=Actiu"
CL56\CompsMando,analog-output,"<analog-output,      99>",0-100%
CL56\FiltsAlarma,binary-input,"<binary-input,      42>","0=OK, 1=Alarma"
CL56\HorariActiu,binary-input,"<binary-input,      10>","0=Inactiu, 1=Actiu"
CL56\ImpTª,analog-input,"<analog-input,      23>",ºC
CL56\ImpTªCngaE,analog-output,"<analog-output,      41>",ºC
CL56\ImpTªCngaH,analog-output,"<analog-output,      42>",ºC
CL56\RetTª,analog-input,"<analog-input,      38>",ºC
CL56\Selector,analog-output,"<analog-output,      39>","0=Off, 1=On, 2=Horari/Auto"
CL56\SelHorari,analog-output,"<analog-output,      40>","Min=1, Max=20"
CL56\VeloCnga,analog-output,"<analog-output,      44>",0-100%
CL56\VentsAlarma,binary-input,"<binary-input,      32>","0=OK, 1=Alarma"
CL56\VentsEstat,binary-input,"<binary-input,      11>","0=Aturat, 1=En Marxa"
CL56\VentsHoresFunc,analog-output,"<analog-output,      45>",Hores
CL56\VentsRefVF,analog-output,"<analog-output,     100>",0-100%
CL56\VImpOM,binary-output,"<binary-output,      28>","0=Inactiu, 1=Actiu"
CL56\VRetOM,binary-output,"<binary-output,      29>","0=Inactiu, 1=Actiu"
B1\OM,binary-output,"<binary-output,      32>","0=Inactiu, 1=Actiu"
B2\OM,binary-output,"<binary-output,      33>","0=Inactiu, 1=Actiu"
B3\OM,binary-output,"<binary-output,      34>","0=Inactiu, 1=Actiu"
B4\Estat,binary-input,"<binary-input,      48>","0=Aturat, 1=En Marxa"
B4\HorariActiu,binary-input,"<binary-input,      12>","0=Inactiu, 1=Actiu"
B4\HoresFnc,analog-output,"<analog-output,      49>",Hores
B4\ImpTª,analog-input,"<analog-input,      19>",ºC
B4\ImpTªCnga,analog-output,"<analog-output,      48>",ºC
B4\OM,binary-output,"<binary-output,      38>","0=Inactiu, 1=Actiu"
B4\Selector,analog-output,"<analog-output,      46>","0=Off, 1=On, 2=Horari/Auto"
B4\SelHorari,analog-output,"<analog-output,      47>","Min=1, Max=20"
B5\Estat,binary-input,"<binary-input,      49>","0=Aturat, 1=En Marxa"
B5\HorariActiu,binary-input,"<binary-input,      13>","0=Inactiu, 1=Actiu"
B5\HoresFnc,analog-output,"<analog-output,      53>",Hores
B5\ImpTª,analog-input,"<analog-input,      20>",ºC
B5\ImpTªCnga,analog-output,"<analog-output,      52>",ºC
B5\OM,binary-output,"<binary-output,      39>","0=Inactiu, 1=Actiu"
B5\Selector,analog-output,"<analog-output,      50>","0=Off, 1=On, 2=Horari/Auto"
B5\SelHorari,analog-output,"<analog-output,      51>","Min=1, Max=20"
B6\Estat,binary-input,"<binary-input,      47>","0=Aturat, 1=En Marxa"
B6\HorariActiu,binary-input,"<binary-input,      14>","0=Inactiu, 1=Actiu"
B6\HoresFnc,analog-output,"<analog-output,      57>",Hores
B6\ImpTª,analog-input,"<analog-input,      18>",ºC
B6\ImpTªCnga,analog-output,"<analog-output,      56>",ºC
B6\OM,binary-output,"<binary-output,      37>","0=Inactiu, 1=Actiu"
B6\Selector,analog-output,"<analog-output,      54>","0=Off, 1=On, 2=Horari/Auto"
B6\SelHorari,analog-output,"<analog-output,      55>","Min=1, Max=20"
B8\Estat,binary-input,"<binary-input,      30>","0=Aturat, 1=En Marxa"
B8\HorariActiu,binary-input,"<binary-input,      15>","0=Inactiu, 1=Actiu"
B8\HoresFnc,analog-output,"<analog-output,      60>",Hores
B8\OM,binary-output,"<binary-output,      42>","0=Inactiu, 1=Actiu"
B8\Selector,analog-output,"<analog-output,      58>","0=Off, 1=On, 2=Horari/Auto"
B8\SelHorari,analog-output,"<analog-output,      59>","Min=1, Max=20"
Caldera\AlarmaFluxe,binary-input,"<binary-input,      24>","0=OK, 1=Alarma"
Caldera\AlarmaFums,binary-input,"<binary-input,      23>","0=OK, 1=Alarma"
Caldera\AlarmaPress,binary-input,"<binary-input,      27>","0=OK, 1=Alarma"
Caldera\AlternHores,analog-output,"<analog-output,     102>",Hores
Caldera\BBA1_OM,binary-output,"<binary-output,      44>","0=Inactiu, 1=Actiu"
Caldera\BBA2_OM,binary-output,"<binary-output,      45>","0=Inactiu, 1=Actiu"
Caldera\BBAsEstat,binary-input,"<binary-input,      28>","0=Aturat, 1=En Marxa"
Caldera\Estat,binary-input,"<binary-input,      17>","0=Aturat, 1=En Marxa"
Caldera\HorariActiu,binary-input,"<binary-input,      16>","0=Inactiu, 1=Actiu"
Caldera\HoresFnc,analog-output,"<analog-output,      63>",Hores
Caldera\ImpTª,analog-input,"<analog-input,       9>",ºC
Caldera\OM,binary-output,"<binary-output,      31>","0=Inactiu, 1=Actiu"
Caldera\RetTª,analog-input,"<analog-input,      10>",ºC
Caldera\Selector,analog-output,"<analog-output,      61>","0=Off, 1=On, 2=Horari/Auto"
Caldera\SelHorari,analog-output,"<analog-output,      62>","Min=1, Max=20"
H_E,binary-output,"<binary-output,      46>","0=Hivern, 1=Estiu"
PF\Alarma,binary-input,"<binary-input,      22>","0=OK, 1=Alarma"
PF\AlarmaPress,binary-input,"<binary-input,      26>","0=OK, 1=Alarma"
PF\Estat,binary-input,"<binary-input,      19>","0=Aturat, 1=En Marxa"
PF\HorariActiu,binary-input,"<binary-input,      18>","0=Inactiu, 1=Actiu"
PF\HoresFnc,analog-output,"<analog-output,      66>",Hores
PF\ImpTª,analog-input,"<analog-input,       7>",ºC
PF\OM,binary-output,"<binary-output,      30>","0=Inactiu, 1=Actiu"
PF\RetTª,analog-input,"<analog-input,       8>",ºC
PF\Selector,analog-output,"<analog-output,      64>","0=Off, 1=On, 2=Horari/Auto"
PF\SelHorari,analog-output,"<analog-output,      65>","Min=1, Max=20"
ProdACS\DipsCngaLegio,analog-output,"<analog-output,      71>",ºC
ProdACS\DipTª,analog-input,"<analog-input,      13>",ºC
ProdACS\DipTªCnga,analog-output,"<analog-output,      69>",ºC
ProdACS\Estat,binary-input,"<binary-input,      29>","0=Aturat, 1=En Marxa"
ProdACS\HorariActiu,binary-input,"<binary-input,      21>","0=Inactiu, 1=Actiu"
ProdACS\HoresFnc,analog-output,"<analog-output,      75>",Hores
ProdACS\LegioActiva,binary-input,"<binary-input,      20>","0=Inactiu, 1=Actiu"
ProdACS\LegioV2VMando,analog-output,"<analog-output,     101>",0-100%
ProdACS\OM,binary-output,"<binary-output,      43>","0=Inactiu, 1=Actiu"
ProdACS\PrimVescInTª,analog-input,"<analog-input,      40>",ºC
ProdACS\PrimVescOutTª,analog-input,"<analog-input,      41>",ºC
ProdACS\SecBescSortTªCnga,analog-output,"<analog-output,      73>",ºC
ProdACS\SecBescSortTªLegio,analog-output,"<analog-output,      74>",ºC
ProdACS\SecVescInTª,analog-input,"<analog-input,      14>",ºC
ProdACS\SecVescOutTª,analog-input,"<analog-input,      15>",ºC
ProdACS\SelecLegio,analog-output,"<analog-output,      70>","0=Off, 1=On, 2=Horari/Auto"
ProdACS\Selector,analog-output,"<analog-output,      67>","0=Off, 1=On, 2=Horari/Auto"
ProdACS\SelHorariLegio,analog-output,"<analog-output,      68>","Min=1, Max=20"
ProdACS\TempoLegio,analog-output,"<analog-output,      72>",Minuts
RecirACS\ImpTª,analog-input,"<analog-input,      16>",ºC
RecirACS\RetTª,analog-input,"<analog-input,      17>",ºC
Solar\AeroHoresFunc,analog-output,"<analog-output,      78>",Hores
Solar\AeroOM,binary-output,"<binary-output,      36>","0=Inactiu, 1=Actiu"
Solar\BBAEstat,binary-input,"<binary-input,      31>","0=Aturat, 1=En Marxa"
Solar\BBAHoresFunc,analog-output,"<analog-output,      77>",Hores
Solar\BBAOM,binary-output,"<binary-output,      35>","0=Inactiu, 1=Actiu"
Solar\DipTª_2,analog-input,"<analog-input,      42>",ºC
Solar\PlaquesTª_2,analog-input,"<analog-input,      43>",ºC
Solar\Selector,analog-output,"<analog-output,      76>","0=Off, 1=On, 2=Horari/Auto"
ColImpTª,analog-input,"<analog-input,      11>",Tª Colector Impulsió
ColRetTª,analog-input,"<analog-input,      12>",Tª Colector Retorn
ExtHR_2,analog-input,"<analog-input,      22>",Humitat Relatixa Exterior
ExtTª_2,analog-input,"<analog-input,      21>",Temperatura Exterior
Fancoils\GralCngaTªE,analog-output,"<analog-output,     272>",Consigna Generat Fancoils Estiu
Fancoils\GralCngaTªH,analog-output,"<analog-output,     273>",Consigna Generat Fancoils Hivern
Fancoils\GralLimitTª,analog-output,"<analog-output,     274>",Limitació +/- ºC als termostats fancoins
Incendis,binary-input,"<binary-input,      25>",
FC1\CngaLocalE,analog-output,"<analog-output,     105>",Consigna Local Estiu
FC1\CngaLocalH,analog-output,"<analog-output,     106>",Consigna Local Hivern
FC1\Cooling Output,binary-input,"<binary-input,      52>",Estat Vàlvula
FC1\EffectOcc,multi-state-input,"<multi-state-input,       1>",Estat D'Ocupació
FC1\High Speed Fan Output,binary-input,"<binary-input,      54>",Estat Velocitat Alta Ventilador
FC1\Low SpeedFan Output,binary-input,"<binary-input,      55>",Estat Velocitat Baixa Ventilador
FC1\Medium Speed Fan Output,binary-input,"<binary-input,      56>",Estat Velocitat Mitja Ventilador
FC1\Occupied Cool Setpoint,analog-input,"<analog-input,       1>",Consigna Real Ocupació Fred
FC1\Occupied Heat Setpoint,analog-input,"<analog-input,       2>",Consigna Real Ocupació Calor
FC1\Room Humidity,analog-input,"<analog-input,       3>",Humitat de Sala
FC1\Room Temperature,analog-input,"<analog-input,       4>",Temperatura de Sala
FC1\Selector,analog-output,"<analog-output,     103>","0:Off, 1:Detector, 2:Horari"
FC1\SelGenLoc,binary-output,"<binary-output,      47>","Consigna Aplicada, 0:General, 1:Local"
FC1\SelHorari,analog-output,"<analog-output,     104>",Selector Horari (1-20)
FC1\System Mode,multi-state-input,"<multi-state-input,       2>","Mode de funcionament 1:Off, 2:Auto, 3:Fred, 4:Calor"
FC2\CngaLocalE,analog-output,"<analog-output,      31>",Consigna Local Estiu
FC2\CngaLocalH,analog-output,"<analog-output,      43>",Consigna Local Hivern
FC2\Cooling Output,binary-input,"<binary-input,      57>",Estat Vàlvula
FC2\EffectOcc,multi-state-input,"<multi-state-input,       3>",Estat D'Ocupació
FC2\High Speed Fan Output,binary-input,"<binary-input,      58>",Estat Velocitat Alta Ventilador
FC2\Low SpeedFan Output,binary-input,"<binary-input,      59>",Estat Velocitat Baixa Ventilador
FC2\Medium Speed Fan Output,binary-input,"<binary-input,      60>",Estat Velocitat Mitja Ventilador
FC2\Occupied Cool Setpoint,analog-input,"<analog-input,       5>",Consigna Real Ocupació Fred
FC2\Occupied Heat Setpoint,analog-input,"<analog-input,       6>",Consigna Real Ocupació Calor
FC2\Room Humidity,analog-input,"<analog-input,      46>",Humitat de Sala
FC2\Room Temperature,analog-input,"<analog-input,      47>",Temperatura de Sala
FC2\Selector,analog-output,"<analog-output,     107>","0:Off, 1:Detector, 2:Horari"
FC2\SelGenLoc,binary-output,"<binary-output,       2>","Consigna Aplicada, 0:General, 1:Local"
FC2\SelHorari,analog-output,"<analog-output,      89>",Selector Horari (1-20)
FC2\System Mode,multi-state-input,"<multi-state-input,       4>","Mode de funcionament 1:Off, 2:Auto, 3:Fred, 4:Calor"
FC3\CngaLocalE,analog-output,"<analog-output,     108>",Consigna Local Estiu
FC3\CngaLocalH,analog-output,"<analog-output,     109>",Consigna Local Hivern
FC3\Cooling Output,binary-input,"<binary-input,      53>",Estat Vàlvula
FC3\EffectOcc,multi-state-input,"<multi-state-input,       5>",Estat D'Ocupació
FC3\High Speed Fan Output,binary-input,"<binary-input,      61>",Estat Velocitat Alta Ventilador
FC3\Low SpeedFan Output,binary-input,"<binary-input,      62>",Estat Velocitat Baixa Ventilador
FC3\Medium Speed Fan Output,binary-input,"<binary-input,      63>",Estat Velocitat Mitja Ventilador
FC3\Occupied Cool Setpoint,analog-input,"<analog-input,      48>",Consigna Real Ocupació Fred
FC3\Occupied Heat Setpoint,analog-input,"<analog-input,      49>",Consigna Real Ocupació Calor
FC3\Room Humidity,analog-input,"<analog-input,      50>",Humitat de Sala
FC3\Room Temperature,analog-input,"<analog-input,      51>",Temperatura de Sala
FC3\Selector,analog-output,"<analog-output,     111>","0:Off, 1:Detector, 2:Horari"
FC3\SelGenLoc,binary-output,"<binary-output,       1>","Consigna Aplicada, 0:General, 1:Local"
FC3\SelHorari,analog-output,"<analog-output,     110>",Selector Horari (1-20)
FC3\System Mode,multi-state-input,"<multi-state-input,       6>","Mode de funcionament 1:Off, 2:Auto, 3:Fred, 4:Calor"
FC4\CngaLocalE,analog-output,"<analog-output,     118>",Consigna Local Estiu
FC4\CngaLocalH,analog-output,"<analog-output,     117>",Consigna Local Hivern
FC4\Cooling Output,binary-input,"<binary-input,      71>",Estat Vàlvula
FC4\EffectOcc,multi-state-input,"<multi-state-input,      10>",Estat D'Ocupació
FC4\High Speed Fan Output,binary-input,"<binary-input,      70>",Estat Velocitat Alta Ventilador
FC4\Low SpeedFan Output,binary-input,"<binary-input,      69>",Estat Velocitat Baixa Ventilador
FC4\Medium Speed Fan Output,binary-input,"<binary-input,      68>",Estat Velocitat Mitja Ventilador
FC4\Occupied Cool Setpoint,analog-input,"<analog-input,      58>",Consigna Real Ocupació Fred
FC4\Occupied Heat Setpoint,analog-input,"<analog-input,      56>",Consigna Real Ocupació Calor
FC4\Room Humidity,analog-input,"<analog-input,      59>",Humitat de Sala
FC4\Room Temperature,analog-input,"<analog-input,      57>",Temperatura de Sala
FC4\Selector,analog-output,"<analog-output,     116>","0:Off, 1:Detector, 2:Horari"
